DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
29/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
28/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
27/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
26/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
23/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
22/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
21/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
20/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
19/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
16/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
15/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
14/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
13/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
12/08/2019,33.30,CAN,33.30,33.30,33.30,10.00
09/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
08/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
07/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
06/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
05/08/2019,33.30,CAN,33.30,33.30,33.30,0.00
02/08/2019,33.30,CAN,33.30,33.30,33.30,100.00
01/08/2019,37.00,CAN,37.00,37.00,37.00,0.00
31/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
30/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
29/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
26/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
25/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
24/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
23/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
22/07/2019,37.00,CAN,37.00,37.00,37.00,10.00
19/07/2019,37.00,CAN,37.00,37.00,37.00,0.00
18/07/2019,37.00,CAN,37.00,37.00,37.00,100.00
17/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
16/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
15/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
12/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
11/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
10/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
09/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
08/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
05/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
04/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
03/07/2019,41.10,CAN,41.10,41.10,41.10,0.00
02/07/2019,41.60,CAN,41.60,41.60,41.60,0.00
01/07/2019,41.60,CAN,41.60,41.60,41.60,0.00
28/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
27/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
26/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
25/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
24/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
21/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
20/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
19/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
18/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
17/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
14/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
13/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
12/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
11/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
10/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
07/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
06/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
05/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
04/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
03/06/2019,41.60,CAN,41.60,41.60,41.60,0.00
31/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
30/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
29/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
28/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
27/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
24/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
23/05/2019,41.60,CAN,41.60,41.60,41.60,0.00
22/05/2019,41.60,CAN,41.60,41.60,41.60,200.00
21/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
20/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
17/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
16/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
15/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
14/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
13/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
10/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
09/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
08/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
07/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
06/05/2019,46.20,CAN,46.20,46.20,46.20,0.00
03/05/2019,46.20,CAN,46.20,46.20,46.20,100.00
02/05/2019,42.00,CAN,42.00,42.00,42.00,0.00
26/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
25/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
24/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
23/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
22/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
19/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
18/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
17/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
16/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
12/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
11/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
10/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
09/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
08/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
05/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
04/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
03/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
02/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
01/04/2019,42.00,CAN,42.00,42.00,42.00,0.00
29/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
28/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
27/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
26/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
25/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
22/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
21/03/2019,42.00,CAN,42.00,42.00,42.00,0.00
20/03/2019,42.00,CAN,42.00,42.00,42.00,120.00
19/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
18/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
15/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
14/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
13/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
12/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
11/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
08/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
07/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
06/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
05/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
04/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
01/03/2019,38.30,CAN,38.30,38.30,38.30,0.00
28/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
27/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
26/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
25/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
22/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
21/02/2019,38.30,CAN,38.30,38.30,38.30,0.00
20/02/2019,38.30,CAN,38.30,38.30,38.30,110.00
19/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
18/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
15/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
14/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
13/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
12/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
11/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
01/02/2019,34.90,CAN,34.90,34.90,34.90,0.00
31/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
30/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
29/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
28/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
25/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
24/01/2019,34.90,CAN,34.90,34.90,34.90,0.00
23/01/2019,34.90,CAN,34.90,34.90,34.90,100.00
22/01/2019,32.50,CAN,32.50,32.50,32.50,0.00
21/01/2019,32.50,CAN,32.50,32.50,32.50,0.00
18/01/2019,32.50,CAN,32.50,32.50,32.50,0.00
17/01/2019,32.50,CAN,32.50,32.50,32.50,100.00
16/01/2019,29.60,CAN,29.60,29.60,29.60,0.00
15/01/2019,29.60,CAN,29.60,29.60,29.60,100.00
14/01/2019,27.00,CAN,27.00,27.00,27.00,0.00
11/01/2019,27.00,CAN,32.80,32.80,27.00,300.00
10/01/2019,29.90,CAN,29.90,29.90,29.90,100.00
09/01/2019,27.20,CAN,27.20,27.20,27.20,100.00
08/01/2019,24.80,CAN,24.80,24.80,24.80,0.00
07/01/2019,24.80,CAN,24.80,24.80,24.80,100.00
04/01/2019,22.60,CAN,20.70,22.60,20.70,300.00
03/01/2019,20.70,CAN,20.70,20.70,20.70,100.00
02/01/2019,22.60,CAN,22.60,22.60,22.60,0.00
28/12/2018,22.60,CAN,22.60,22.60,22.60,0.00
27/12/2018,22.60,CAN,22.60,22.60,22.60,100.00
26/12/2018,22.60,CAN,22.60,22.60,22.60,0.00
25/12/2018,22.60,CAN,22.60,22.60,22.60,100.00
24/12/2018,20.70,CAN,20.70,20.70,20.70,150.00
21/12/2018,22.60,CAN,22.60,22.60,22.60,0.00
20/12/2018,22.60,CAN,22.60,22.60,22.60,0.00
19/12/2018,22.60,CAN,22.60,22.60,22.60,100.00
18/12/2018,25.10,CAN,25.10,25.10,25.10,0.00
17/12/2018,25.10,CAN,25.10,25.10,25.10,0.00
14/12/2018,25.10,CAN,25.10,25.10,25.10,0.00
13/12/2018,25.10,CAN,25.10,25.10,25.10,10.00
12/12/2018,25.10,CAN,25.10,25.10,25.10,0.00
11/12/2018,25.10,CAN,25.10,25.10,25.10,0.00
10/12/2018,25.10,CAN,25.10,25.10,25.10,100.00
07/12/2018,27.50,CAN,27.50,27.50,27.50,100.00
06/12/2018,25.00,CAN,25.00,25.00,25.00,0.00
05/12/2018,25.00,CAN,25.00,25.00,25.00,0.00
04/12/2018,25.00,CAN,25.00,25.00,25.00,80.00
03/12/2018,25.00,CAN,25.00,25.00,25.00,0.00
30/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
29/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
28/11/2018,25.00,CAN,25.00,25.00,25.00,10.00
27/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
26/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
23/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
22/11/2018,25.00,CAN,25.00,25.00,25.00,50.00
21/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
20/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
19/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
16/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
15/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
14/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
13/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
12/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
09/11/2018,25.00,CAN,25.00,25.00,25.00,200.00
08/11/2018,23.30,CAN,23.30,23.30,23.30,100.00
07/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
06/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
05/11/2018,25.00,CAN,25.00,25.00,25.00,100.00
02/11/2018,25.00,CAN,25.00,25.00,25.00,600.00
01/11/2018,25.00,CAN,25.00,25.00,25.00,0.00
31/10/2018,25.00,CAN,25.00,25.00,25.00,0.00
30/10/2018,25.00,CAN,25.00,25.00,25.00,80.00
29/10/2018,25.00,CAN,23.20,25.00,23.20,600.00
26/10/2018,25.00,CAN,25.00,25.00,25.00,600.00
25/10/2018,23.00,CAN,23.00,23.00,23.00,1100.00
24/10/2018,23.00,CAN,23.00,23.00,23.00,500.00
23/10/2018,23.00,CAN,23.30,23.30,23.00,3200.00
22/10/2018,23.50,CAN,23.20,23.50,23.20,200.00
19/10/2018,23.00,CAN,23.00,23.00,23.00,0.00
18/10/2018,23.00,CAN,24.90,24.90,23.00,200.00
17/10/2018,25.50,CAN,25.50,25.50,25.50,100.00
16/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
15/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
12/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
11/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
10/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
09/10/2018,28.30,CAN,28.30,28.30,28.30,0.00
08/10/2018,28.30,CAN,23.70,28.30,23.70,2700.00
05/10/2018,25.90,CAN,25.90,25.90,25.90,100.00
04/10/2018,28.70,CAN,28.70,28.70,28.70,100.00
03/10/2018,26.10,CAN,26.10,26.10,26.10,100.00
02/10/2018,28.90,CAN,28.90,28.90,28.90,0.00
01/10/2018,28.90,CAN,28.90,28.90,28.90,143.00
28/09/2018,26.60,CAN,26.60,26.60,26.60,100.00
27/09/2018,24.80,CAN,24.90,24.90,22.10,300.00
26/09/2018,23.10,CAN,23.10,23.10,23.10,0.00
25/09/2018,23.10,CAN,23.10,23.10,23.10,0.00
24/09/2018,23.10,CAN,23.10,23.10,23.10,200.00
21/09/2018,23.10,CAN,23.10,23.10,23.10,0.00
20/09/2018,23.10,CAN,22.50,23.10,22.50,301.00
19/09/2018,25.00,CAN,25.00,25.00,25.00,1.00
18/09/2018,25.00,CAN,25.00,25.00,25.00,0.00
17/09/2018,25.00,CAN,25.00,25.00,25.00,0.00
14/09/2018,25.00,CAN,25.00,25.00,25.00,60.00
13/09/2018,25.00,CAN,25.00,25.00,25.00,0.00
12/09/2018,25.00,CAN,25.00,25.00,25.00,0.00
11/09/2018,25.00,CAN,25.00,25.00,25.00,0.00
10/09/2018,25.00,CAN,25.00,25.00,25.00,160.00
07/09/2018,23.00,CAN,23.00,23.00,23.00,0.00
06/09/2018,23.00,CAN,23.00,23.00,23.00,0.00
05/09/2018,23.00,CAN,23.00,23.00,23.00,230.00
04/09/2018,21.30,CAN,21.60,21.60,21.30,760.00
31/08/2018,23.60,CAN,23.60,23.60,23.60,360.00
30/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
29/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
28/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
27/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
24/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
23/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
22/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
21/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
20/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
17/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
16/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
15/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
14/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
13/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
10/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
09/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
08/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
07/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
06/08/2018,26.00,CAN,26.00,26.00,26.00,10.00
03/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
02/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
01/08/2018,26.00,CAN,26.00,26.00,26.00,0.00
31/07/2018,26.00,CAN,26.00,26.00,26.00,0.00
30/07/2018,26.00,CAN,26.00,26.00,26.00,0.00
27/07/2018,26.00,CAN,26.00,26.00,26.00,70.00
26/07/2018,26.00,CAN,26.00,26.00,26.00,100.00
25/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
24/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
23/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
20/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
19/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
18/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
17/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
16/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
13/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
12/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
11/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
10/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
09/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
06/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
05/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
04/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
03/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
02/07/2018,28.80,CAN,28.80,28.80,28.80,0.00
29/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
28/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
27/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
26/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
25/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
22/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
21/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
20/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
19/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
18/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
15/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
14/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
13/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
12/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
11/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
08/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
07/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
06/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
05/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
04/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
01/06/2018,28.80,CAN,28.80,28.80,28.80,0.00
31/05/2018,28.80,CAN,28.80,28.80,28.80,0.00
30/05/2018,28.80,CAN,28.80,28.80,28.80,200.00
29/05/2018,28.80,CAN,28.80,28.80,28.80,0.00
28/05/2018,28.80,CAN,28.80,28.80,28.80,30.00
25/05/2018,28.80,CAN,28.80,28.80,28.80,100.00
24/05/2018,26.20,CAN,26.20,26.20,26.20,0.00
23/05/2018,26.20,CAN,26.20,26.20,26.20,0.00
22/05/2018,26.20,CAN,26.20,26.20,26.20,0.00
21/05/2018,26.20,CAN,26.20,26.20,26.20,0.00
18/05/2018,27.20,CAN,26.90,27.20,26.90,1300.00
17/05/2018,24.90,CAN,24.90,24.90,24.90,0.00
16/05/2018,24.90,CAN,24.90,24.90,24.90,0.00
15/05/2018,24.90,CAN,25.00,25.00,24.90,1200.00
14/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
11/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
10/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
09/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
08/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
07/05/2018,27.60,CAN,27.60,27.60,27.60,0.00
04/05/2018,27.60,CAN,27.60,27.60,27.60,1130.00
03/05/2018,25.10,CAN,25.10,25.10,25.10,0.00
02/05/2018,25.10,CAN,25.10,25.10,25.10,100.00
27/04/2018,27.80,CAN,27.80,27.80,27.80,0.00
26/04/2018,27.80,CAN,27.80,27.80,27.80,0.00
24/04/2018,27.80,CAN,27.80,27.80,27.80,0.00
23/04/2018,27.80,CAN,27.80,27.80,27.80,1300.00
20/04/2018,25.30,CAN,25.30,25.30,25.30,0.00
19/04/2018,25.30,CAN,25.30,25.30,25.30,0.00
18/04/2018,25.30,CAN,25.30,25.30,25.30,240.00
17/04/2018,28.00,CAN,28.00,28.00,28.00,100.00
16/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
13/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
12/04/2018,28.00,CAN,28.00,28.00,28.00,50.00
11/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
10/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
09/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
06/04/2018,28.00,CAN,28.00,28.00,28.00,110.00
05/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
04/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
03/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
02/04/2018,28.00,CAN,28.00,28.00,28.00,0.00
