DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
17/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
16/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
13/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
12/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
11/09/2019,15.00,BPC,15.00,15.00,15.00,200.00
10/09/2019,15.00,BPC,15.00,15.00,15.00,5000.00
09/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
06/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
05/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
04/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
03/09/2019,15.00,BPC,15.00,15.00,15.00,0.00
30/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
29/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
28/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
27/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
26/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
23/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
22/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
21/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
20/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
19/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
16/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
15/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
14/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
13/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
12/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
09/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
08/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
07/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
06/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
05/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
02/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
01/08/2019,15.00,BPC,15.00,15.00,15.00,0.00
31/07/2019,15.00,BPC,15.00,15.00,15.00,0.00
30/07/2019,15.00,BPC,15.00,15.00,15.00,0.00
29/07/2019,15.00,BPC,15.00,15.00,15.00,0.00
26/07/2019,15.00,BPC,15.00,15.00,15.00,500.00
25/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
24/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
23/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
22/07/2019,16.00,BPC,16.00,16.00,16.00,500.00
19/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
18/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
17/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
16/07/2019,16.00,BPC,16.00,16.00,16.00,0.00
15/07/2019,16.00,BPC,15.30,16.00,15.30,7000.00
12/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
11/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
10/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
09/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
08/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
05/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
04/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
03/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
02/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
01/07/2019,17.00,BPC,17.00,17.00,17.00,0.00
28/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
27/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
26/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
25/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
24/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
21/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
20/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
19/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
18/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
17/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
14/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
13/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
12/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
11/06/2019,17.00,BPC,17.00,17.00,17.00,0.00
10/06/2019,17.00,BPC,17.00,17.00,17.00,3400.00
07/06/2019,15.60,BPC,15.60,15.60,15.60,0.00
06/06/2019,16.60,BPC,16.60,16.60,16.60,0.00
05/06/2019,16.60,BPC,16.60,16.60,16.60,0.00
04/06/2019,16.60,BPC,16.60,16.60,16.60,0.00
03/06/2019,16.60,BPC,16.60,16.60,16.60,0.00
31/05/2019,16.60,BPC,16.60,16.60,16.60,0.00
30/05/2019,16.60,BPC,16.60,16.60,16.60,0.00
29/05/2019,16.60,BPC,16.60,16.60,16.60,0.00
28/05/2019,16.60,BPC,16.60,16.60,16.60,100.00
27/05/2019,15.10,BPC,15.10,15.10,15.10,100.00
24/05/2019,13.80,BPC,13.80,13.80,13.80,100.00
23/05/2019,12.60,BPC,12.60,12.60,12.60,300.00
22/05/2019,14.00,BPC,14.00,14.00,14.00,1800.00
21/05/2019,13.40,BPC,13.40,13.40,13.40,0.00
20/05/2019,13.40,BPC,13.40,13.40,13.40,200.00
17/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
16/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
15/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
14/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
13/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
10/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
09/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
08/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
07/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
06/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
03/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
02/05/2019,14.50,BPC,14.50,14.50,14.50,0.00
26/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
25/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
24/04/2019,14.50,BPC,14.50,14.50,14.50,500.00
23/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
22/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
19/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
18/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
17/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
16/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
12/04/2019,14.50,BPC,14.50,14.50,14.50,0.00
11/04/2019,14.50,BPC,14.50,14.50,14.50,5800.00
10/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
09/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
08/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
05/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
04/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
03/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
02/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
01/04/2019,15.90,BPC,15.90,15.90,15.90,0.00
29/03/2019,15.90,BPC,15.90,15.90,15.90,0.00
28/03/2019,15.90,BPC,15.90,15.90,15.90,100.00
27/03/2019,14.50,BPC,14.50,14.50,14.50,100.00
26/03/2019,13.70,BPC,13.70,13.70,13.70,1600.00
25/03/2019,14.50,BPC,14.50,14.50,14.50,0.00
22/03/2019,14.50,BPC,14.50,14.50,14.50,0.00
21/03/2019,14.50,BPC,14.50,14.50,14.50,0.00
20/03/2019,14.50,BPC,14.50,14.50,14.50,1000.00
19/03/2019,14.50,BPC,14.50,14.50,14.50,500.00
18/03/2019,14.50,BPC,15.30,15.30,14.50,1100.00
15/03/2019,15.30,BPC,15.30,15.30,15.30,40.00
14/03/2019,15.30,BPC,15.30,15.30,15.30,1000.00
13/03/2019,17.00,BPC,17.00,17.00,17.00,0.00
12/03/2019,17.00,BPC,17.00,17.00,17.00,1500.00
11/03/2019,15.50,BPC,15.50,15.50,15.50,0.00
08/03/2019,15.50,BPC,15.50,15.50,15.50,0.00
07/03/2019,15.50,BPC,15.50,15.50,15.50,2000.00
06/03/2019,15.50,BPC,15.50,15.50,15.50,0.00
05/03/2019,15.50,BPC,15.50,15.50,15.50,0.00
04/03/2019,15.50,BPC,15.50,15.50,15.50,15100.00
01/03/2019,17.00,BPC,17.00,17.00,17.00,0.00
28/02/2019,17.00,BPC,17.00,17.00,17.00,0.00
27/02/2019,17.00,BPC,17.00,17.00,17.00,0.00
26/02/2019,17.00,BPC,17.00,17.00,17.00,0.00
25/02/2019,17.00,BPC,17.00,17.00,17.00,0.00
22/02/2019,17.00,BPC,17.00,17.00,17.00,1000.00
21/02/2019,16.70,BPC,16.70,16.70,16.70,0.00
20/02/2019,16.70,BPC,16.70,16.70,16.70,100.00
19/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
18/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
15/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
14/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
13/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
12/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
11/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
01/02/2019,15.20,BPC,15.20,15.20,15.20,0.00
31/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
30/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
29/01/2019,15.20,BPC,15.20,15.20,15.20,2000.00
28/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
25/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
24/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
23/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
22/01/2019,15.20,BPC,15.20,15.20,15.20,0.00
21/01/2019,15.20,BPC,15.20,15.20,15.20,2000.00
18/01/2019,16.80,BPC,16.80,16.80,16.80,0.00
17/01/2019,16.80,BPC,16.80,16.80,16.80,110.00
16/01/2019,15.30,BPC,15.30,15.30,15.30,2000.00
15/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
14/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
11/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
10/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
09/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
08/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
07/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
04/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
03/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
02/01/2019,17.00,BPC,17.00,17.00,17.00,0.00
28/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
27/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
26/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
25/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
24/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
21/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
20/12/2018,17.00,BPC,17.00,17.00,17.00,0.00
19/12/2018,17.00,BPC,17.00,17.00,17.00,100.00
18/12/2018,15.50,BPC,15.00,15.50,15.00,9900.00
17/12/2018,16.20,BPC,16.20,16.20,16.20,0.00
14/12/2018,16.20,BPC,16.20,16.20,16.20,0.00
13/12/2018,16.20,BPC,16.20,16.20,16.20,0.00
12/12/2018,16.20,BPC,16.20,16.20,16.20,100.00
11/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
10/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
07/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
06/12/2018,14.80,BPC,14.80,14.80,14.80,10.00
05/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
04/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
03/12/2018,14.80,BPC,14.80,14.80,14.80,0.00
30/11/2018,14.80,BPC,14.80,14.80,14.80,0.00
29/11/2018,14.80,BPC,14.80,14.80,14.80,1000.00
28/11/2018,14.00,BPC,14.10,14.10,14.00,400.00
27/11/2018,14.10,BPC,14.10,14.10,14.10,0.00
26/11/2018,14.10,BPC,14.10,14.10,14.10,1000.00
23/11/2018,12.90,BPC,12.90,12.90,12.90,0.00
22/11/2018,12.90,BPC,12.90,12.90,12.90,0.00
21/11/2018,12.90,BPC,12.90,12.90,12.90,0.00
20/11/2018,12.90,BPC,12.90,12.90,12.90,0.00
19/11/2018,12.90,BPC,12.90,12.90,12.90,0.00
16/11/2018,12.90,BPC,12.90,12.90,12.90,7000.00
15/11/2018,11.80,BPC,11.80,11.80,11.80,0.00
14/11/2018,11.80,BPC,12.00,12.00,11.80,6700.00
13/11/2018,13.00,BPC,13.00,13.00,13.00,0.00
12/11/2018,13.00,BPC,13.00,13.00,13.00,0.00
09/11/2018,13.00,BPC,13.00,13.00,13.00,0.00
08/11/2018,13.00,BPC,13.00,13.00,13.00,10000.00
07/11/2018,13.00,BPC,13.00,13.00,13.00,100.00
06/11/2018,13.00,BPC,13.00,13.00,13.00,0.00
05/11/2018,13.00,BPC,13.00,13.00,13.00,9010.00
02/11/2018,13.00,BPC,13.00,13.00,13.00,10000.00
01/11/2018,13.00,BPC,13.00,13.00,13.00,5000.00
31/10/2018,12.50,BPC,12.50,12.50,12.50,50.00
30/10/2018,12.50,BPC,12.50,12.50,12.50,0.00
29/10/2018,12.50,BPC,13.00,13.00,12.50,20000.00
26/10/2018,13.60,BPC,13.60,13.60,13.60,0.00
25/10/2018,13.60,BPC,13.60,13.60,13.60,0.00
24/10/2018,13.60,BPC,13.60,13.60,13.60,529.00
23/10/2018,15.00,BPC,15.00,15.00,15.00,0.00
22/10/2018,15.00,BPC,15.00,15.00,15.00,500.00
19/10/2018,16.40,BPC,16.40,16.40,16.40,0.00
18/10/2018,16.40,BPC,16.40,16.40,16.40,0.00
17/10/2018,16.40,BPC,16.40,16.40,16.40,0.00
16/10/2018,16.40,BPC,16.40,16.40,16.40,100.00
15/10/2018,15.00,BPC,15.00,15.00,15.00,100.00
12/10/2018,15.00,BPC,15.00,15.00,15.00,500.00
11/10/2018,15.50,BPC,15.50,15.50,15.50,10000.00
10/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
09/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
08/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
05/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
04/10/2018,16.00,BPC,16.00,16.00,16.00,25.00
03/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
02/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
01/10/2018,16.00,BPC,16.00,16.00,16.00,0.00
28/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
27/09/2018,16.00,BPC,16.00,16.00,16.00,2000.00
26/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
25/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
24/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
21/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
20/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
19/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
18/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
17/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
14/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
13/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
12/09/2018,16.00,BPC,16.00,16.00,16.00,0.00
11/09/2018,16.00,BPC,16.00,16.00,16.00,100.00
10/09/2018,16.50,BPC,16.50,16.50,16.50,0.00
07/09/2018,16.50,BPC,16.50,16.50,16.50,0.00
06/09/2018,16.50,BPC,16.50,16.50,16.50,0.00
05/09/2018,18.00,BPC,18.00,18.00,18.00,50.00
04/09/2018,18.00,BPC,18.00,18.00,18.00,100.00
31/08/2018,18.30,BPC,18.30,18.30,18.30,100.00
30/08/2018,18.40,BPC,18.60,18.60,18.40,1100.00
29/08/2018,18.70,BPC,18.70,18.70,18.70,0.00
28/08/2018,18.70,BPC,18.70,18.70,18.70,100.00
27/08/2018,17.50,BPC,17.50,17.50,17.50,0.00
24/08/2018,17.50,BPC,17.50,17.50,17.50,0.00
23/08/2018,17.50,BPC,17.50,17.50,17.50,1000.00
22/08/2018,17.50,BPC,17.50,17.50,17.50,1600.00
21/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
20/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
17/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
16/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
15/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
14/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
13/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
10/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
09/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
08/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
07/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
06/08/2018,18.90,BPC,18.90,18.90,18.90,0.00
03/08/2018,18.90,BPC,18.90,18.90,18.90,300.00
02/08/2018,21.00,BPC,21.00,21.00,21.00,0.00
01/08/2018,21.00,BPC,21.00,21.00,21.00,0.00
31/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
30/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
27/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
26/07/2018,21.00,BPC,21.00,21.00,21.00,25.00
25/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
24/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
23/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
20/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
19/07/2018,21.00,BPC,21.00,21.00,21.00,50.00
18/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
17/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
16/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
13/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
12/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
11/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
10/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
09/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
06/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
05/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
04/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
03/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
02/07/2018,21.00,BPC,21.00,21.00,21.00,0.00
29/06/2018,21.00,BPC,21.00,21.00,21.00,100.00
28/06/2018,20.00,BPC,20.00,20.00,20.00,100.00
27/06/2018,19.00,BPC,19.00,19.00,19.00,0.00
26/06/2018,19.00,BPC,19.00,19.00,19.00,100.00
25/06/2018,17.60,BPC,17.60,17.60,17.60,0.00
22/06/2018,17.60,BPC,17.60,17.60,17.60,0.00
21/06/2018,17.60,BPC,17.60,17.60,17.60,0.00
20/06/2018,17.60,BPC,17.60,17.60,17.60,1210.00
19/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
18/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
15/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
14/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
13/06/2018,19.50,BPC,19.50,19.50,19.50,70.00
12/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
11/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
08/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
07/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
06/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
05/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
04/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
01/06/2018,19.50,BPC,19.50,19.50,19.50,0.00
31/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
30/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
29/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
28/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
25/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
24/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
23/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
22/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
21/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
18/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
17/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
16/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
15/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
14/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
11/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
10/05/2018,19.50,BPC,19.50,19.50,19.50,20.00
09/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
08/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
07/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
04/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
03/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
02/05/2018,19.50,BPC,19.50,19.50,19.50,0.00
27/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
26/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
24/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
23/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
20/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
19/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
18/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
17/04/2018,19.50,BPC,19.50,19.50,19.50,400.00
16/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
13/04/2018,19.50,BPC,19.50,19.50,19.50,0.00
12/04/2018,19.50,BPC,19.50,19.50,19.50,2000.00
11/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
10/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
09/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
06/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
05/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
04/04/2018,19.00,BPC,19.00,19.00,19.00,0.00
03/04/2018,19.00,BPC,19.00,19.00,19.00,10.00
